STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/16/17,7.38,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",59,",,W",,,21,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/17/17,6.71,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",58,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/18/17,6.93,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,65,",,W",47,",,W",,,15,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/19/17,5.59,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,54,",,W",45,",,W",,,16.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/20/17,4.03,",,W",,,0.17,",,W,2400",0,",,W,2400",0,",,W,2400",,,66,",,W",50,",,W",,,13,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/21/17,7.38,",,W",,,0.29,",,W,2400",0,",,W,2400",0,",,W,2400",,,53,",,W",48,",,W",,,14.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/22/17,3.58,",,W",,,0.11,",,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",49,",,W",,,10.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/23/17,4.92,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,66,",,W",46,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/24/17,3.58,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",48,",,W",,,10.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/25/17,13.2,",,W",,,0.91,",,W,2400",0,",,W,2400",0,",,W,2400",,,54,",,W",49,",,W",,,25.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/26/17,4.92,",,W",,,0.34,",,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",53,",,W",,,18.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/27/17,2.91,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",57,",,W",,,16.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/28/17,3.13,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",58,",,W",,,12.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/29/17,5.14,",,W",,,0.06,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",64,",,W",,,23,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,4/30/17,6.71,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,67,",,W",52,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/1/17,5.14,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",49,",,W",,,12.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/2/17,7.83,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",62,",,W",,,19.9,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/3/17,8.28,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,65,",,W",51,",,W",,,18.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/4/17,5.37,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,64,",,W",47,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/5/17,6.49,",,W",,,3.02,",,W,2400",0,",,W,2400",0,",,W,2400",,,59,",,W",51,",,W",,,16.1,",,W",1,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/6/17,6.04,",,W",,,0.18,",,W,2400",0,",,W,2400",0,",,W,2400",,,67,",,W",52,",,W",,,15,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/7/17,5.59,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,56,",,W",47,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/8/17,5.82,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,57,",,W",44,",,W",,,15,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/9/17,4.47,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,63,",,W",47,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/10/17,3.36,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,63,",,W",49,",,W",,,6.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/11/17,3.58,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,62,",,W",51,",,W",,,6.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/12/17,4.03,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,65,",,W",48,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/13/17,7.61,",,W",,,1.61,",,W,2400",0,",,W,2400",0,",,W,2400",,,53,",,W",45,",,W",,,18.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/14/17,5.37,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",,,67,",,W",46,",,W",,,15,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/15/17,8.95,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,68,",,W",53,",,W",,,18.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/16/17,4.25,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",56,",,W",,,12.1,",,W",,,,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/17/17,5.59,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",65,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/18/17,5.59,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",75,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/19/17,6.26,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,91,",,W",66,",,W",,,16.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/20/17,4.03,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,65,",,W",55,",,W",,,16.1,",,W",,,,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/21/17,4.03,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,69,",,W",52,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/22/17,2.68,",,W",,,0.59,",,W,2400",0,",,W,2400",0,",,W,2400",,,61,",,W",53,",,W",,,10.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/23/17,2.24,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,69,",,W",56,",,W",,,10.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/24/17,4.92,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,69,",,W",56,",,W",,,14.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/25/17,8.05,",,W",,,0.58,",,W,2400",0,",,W,2400",0,",,W,2400",,,59,",,W",56,",,W",,,16.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/26/17,4.92,",,W",,,0.1,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",56,",,W",,,16.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/27/17,3.13,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",59,",,W",,,8.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/28/17,4.47,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",58,",,W",,,12.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/29/17,5.14,",,W",,,0.13,",,W,2400",0,",,W,2400",0,",,W,2400",,,61,",,W",56,",,W",,,12.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/30/17,2.68,",,W",,,0.06,",,W,2400",0,",,W,2400",0,",,W,2400",,,60,",,W",55,",,W",,,12.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/31/17,2.46,",,W",,,0.03,",,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",58,",,W",,,12.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/1/17,3.8,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",59,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/2/17,4.47,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,76,",,W",57,",,W",,,16.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/3/17,3.58,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",55,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/4/17,2.24,",,W",,,0.09,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",56,",,W",,,8.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/5/17,4.92,",,W",,,0.02,",,W,2400",0,",,W,2400",0,",,W,2400",,,67,",,W",58,",,W",,,16.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/6/17,7.16,",,W",,,0.06,",,W,2400",0,",,W,2400",0,",,W,2400",,,58,",,W",52,",,W",,,13,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/7/17,3.36,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,67,",,W",51,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/8/17,3.8,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,69,",,W",55,",,W",,,8.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/9/17,4.7,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",53,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/10/17,3.58,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",66,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/11/17,5.14,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",72,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/12/17,3.8,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,93,",,W",76,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/13/17,3.13,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,94,",,W",77,",,W",,,10.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/14/17,4.7,",,W",,,0.29,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",69,",,W",,,13,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/15/17,4.25,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,76,",,W",64,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/16/17,5.14,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,68,",,W",63,",,W",,,10.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/17/17,2.24,",,W",,,1.39,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",66,",,W",,,6.9,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/18/17,3.58,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",70,",,W",,,10.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/19/17,3.8,",,W",,,1.35,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",70,",,W",,,13,",,W",1,",,W",1,",,W",,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/20/17,5.14,",,W",,,0.03,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",71,",,W",,,15,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/21/17,4.7,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",71,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/22/17,2.24,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",68,",,W",,,8.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/23/17,4.92,",,W",,,0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",76,",,W",,,15,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/24/17,5.37,",,W",,,1.29,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",71,",,W",,,17,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/25/17,2.46,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",68,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/26/17,3.13,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",64,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/27/17,3.58,",,W",,,0.18,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",60,",,W",,,12.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/28/17,4.92,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",61,",,W",,,15,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/29/17,5.37,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,82,",,W",68,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/30/17,5.82,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",73,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/1/17,4.03,",,W",,,0.23,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",71,",,W",,,14.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/2/17,4.92,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",72,",,W",,,12.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/3/17,1.79,",,W",,,0.45,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",71,",,W",,,16.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/4/17,2.68,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",70,",,W",,,8.1,",,W",,,,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/5/17,4.92,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",70,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/6/17,3.58,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",71,",,W",,,10.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/7/17,5.37,",,W",,,1.78,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",68,",,W",,,14.1,",,W",1,",,W",1,",,W",,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/8/17,3.36,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",69,",,W",,,16.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/9/17,3.58,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",67,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/10/17,3.36,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",68,",,W",,,10.1,",,W",,,,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/11/17,3.13,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",75,",,W",,,13,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/12/17,5.14,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",77,",,W",,,16.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/13/17,4.92,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",73,",,W",,,14.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/14/17,4.7,",,W",,,0.35,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",65,",,W",,,13,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/15/17,3.36,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",68,",,W",,,12.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/16/17,2.68,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",68,",,W",,,8.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/17/17,2.68,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",73,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/18/17,2.91,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",73,",,W",,,10.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/19/17,3.13,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",77,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/20/17,2.91,",,W",,,0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,94,",,W",77,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/21/17,3.8,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",76,",,W",,,10.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/22/17,2.46,",,W",,,0.57,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",71,",,W",,,8.1,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/23/17,2.68,",,W",,,0.06,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",71,",,W",,,10.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/24/17,6.71,",,W",,,0.74,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",63,",,W",,,15,",,W",1,",,W",,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/25/17,5.14,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",62,",,W",,,10.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/26/17,3.8,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",65,",,W",,,8.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/27/17,2.46,",,W",,,0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",65,",,W",,,8.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/28/17,2.91,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",71,",,W",,,12.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/29/17,9.4,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",67,",,W",,,17,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/30/17,4.25,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,82,",,W",64,",,W",,,12.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/31/17,2.01,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",66,",,W",,,8.9,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/1/17,2.68,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",71,",,W",,,8.1,",,W",,,,,,,,,,,,
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/2/17,1.57,",,W",,,0.09,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",69,",,W",,,12.1,",,W",1,",,W",,,,,,,,,1,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/3/17,1.79,",,W",,,0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",68,",,W",,,8.9,",,W",1,",,W",,,,,,,,,1,",,W"
